project_id,snapshot_date,role_id,role,location_type,location,resource_count,allocated_fte,avg_experience_years,allocation_percent,allocation_start_date,allocation_end_date,rate_per_day,planned_effort,planned_cost
60,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
60,2025-12-01,23,Java Developer,Offshore,Offshore,6,6,5.5,100,2025-11-01,2026-05-30,1000,960,960000
60,2025-12-01,21,Java Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1100,160,176000
60,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
60,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
60,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
60,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
61,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
61,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
61,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
61,2025-12-01,23,Java Developer,Offshore,Offshore,9,9,5.5,100,2025-11-01,2026-05-30,1000,1440,1440000
61,2025-12-01,21,Java Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1100,160,176000
61,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
61,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
61,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
61,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
62,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
62,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
62,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
62,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
62,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
62,2025-12-01,26,Python Developer,Offshore,Offshore,6,6,5.5,100,2025-11-01,2026-05-30,1000,960,960000
62,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
62,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
63,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
63,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
63,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
63,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
63,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
63,2025-12-01,26,Python Developer,Offshore,Offshore,11,11,5.5,100,2025-11-01,2026-05-30,1000,1760,1760000
63,2025-12-01,25,Python Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1100,160,176000
63,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
63,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
64,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
64,2025-12-01,6,Manual Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
64,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
64,2025-12-01,26,Python Developer,Onsite,Onsite,2,2,5.5,100,2025-11-01,2026-05-30,1000,320,320000
64,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
65,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
65,2025-12-01,23,Java Developer,Onsite,Onsite,2,2,5.5,100,2025-11-01,2026-05-30,1000,320,320000
65,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
65,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
66,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
66,2025-12-01,23,Java Developer,Onsite,Onsite,2,2,5.5,100,2025-11-01,2026-05-30,1000,320,320000
66,2025-12-01,6,Manual Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
66,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
66,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
67,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
67,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
67,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
67,2025-12-01,23,Java Developer,Offshore,Offshore,11,11,5.5,100,2025-11-01,2026-05-30,1000,1760,1760000
67,2025-12-01,21,Java Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1100,160,176000
67,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
67,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
67,2025-12-01,26,Python Developer,Offshore,Offshore,1,1,5.5,100,2025-11-01,2026-05-30,1000,160,160000
67,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
67,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
68,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
68,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
68,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
68,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
68,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
68,2025-12-01,26,Python Developer,Offshore,Offshore,6,6,5.5,100,2025-11-01,2026-05-30,1000,960,960000
68,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
68,2025-12-01,29,React Developer,Offshore,Offshore,6,6,5.5,100,2025-11-01,2026-05-30,950,960,912000
68,2025-12-01,27,React Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1050,160,168000
68,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
69,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
69,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
69,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
69,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
69,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
69,2025-12-01,26,Python Developer,Offshore,Offshore,5,5,5.5,100,2025-11-01,2026-05-30,1000,800,800000
69,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
69,2025-12-01,29,React Developer,Offshore,Offshore,5,5,5.5,100,2025-11-01,2026-05-30,950,800,760000
69,2025-12-01,27,React Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1050,160,168000
69,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
70,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
70,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
70,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
70,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
70,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
70,2025-12-01,26,Python Developer,Offshore,Offshore,4,4,5.5,100,2025-11-01,2026-05-30,1000,640,640000
70,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
70,2025-12-01,29,React Developer,Offshore,Offshore,4,4,5.5,100,2025-11-01,2026-05-30,950,640,608000
70,2025-12-01,27,React Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1050,160,168000
70,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
71,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
71,2025-12-01,23,Java Developer,Onsite,Onsite,3,3,5.5,100,2025-11-01,2026-05-30,1000,480,480000
71,2025-12-01,6,Manual Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
71,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
71,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
72,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
72,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
72,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
72,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
72,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
72,2025-12-01,26,Python Developer,Offshore,Offshore,11,11,5.5,100,2025-11-01,2026-05-30,1000,1760,1760000
72,2025-12-01,25,Python Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1100,160,176000
72,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
72,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
73,2025-12-01,7,Automation Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
73,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
73,2025-12-01,6,Manual Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
73,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
73,2025-12-01,26,Python Developer,Onsite,Onsite,3,3,5.5,100,2025-11-01,2026-05-30,1000,480,480000
73,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
74,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
74,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
74,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
74,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
74,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
74,2025-12-01,26,Python Developer,Offshore,Offshore,9,9,5.5,100,2025-11-01,2026-05-30,1000,1440,1440000
74,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
74,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
75,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
75,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
75,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
75,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
75,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
75,2025-12-01,26,Python Developer,Offshore,Offshore,10,10,5.5,100,2025-11-01,2026-05-30,1000,1600,1600000
75,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
75,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
76,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
76,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
76,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
76,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
76,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
76,2025-12-01,26,Python Developer,Offshore,Offshore,6,6,5.5,100,2025-11-01,2026-05-30,1000,960,960000
76,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
76,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
77,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
77,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
77,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
77,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
77,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
77,2025-12-01,26,Python Developer,Offshore,Offshore,7,7,5.5,100,2025-11-01,2026-05-30,1000,1120,1120000
77,2025-12-01,25,Python Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1100,160,176000
77,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
77,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
78,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
78,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
78,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
78,2025-12-01,23,Java Developer,Offshore,Offshore,6,6,5.5,100,2025-11-01,2026-05-30,1000,960,960000
78,2025-12-01,21,Java Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1100,160,176000
78,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
78,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
78,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
78,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
79,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
79,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
79,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
79,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
79,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
79,2025-12-01,26,Python Developer,Offshore,Offshore,4,4,5.5,100,2025-11-01,2026-05-30,1000,640,640000
79,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
79,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
80,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
80,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
80,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
80,2025-12-01,23,Java Developer,Offshore,Offshore,8,8,5.5,100,2025-11-01,2026-05-30,1000,1280,1280000
80,2025-12-01,21,Java Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1100,160,176000
80,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
80,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
80,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
80,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
81,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
81,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
81,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
81,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
81,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
81,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
81,2025-12-01,39,SAP Consultant,Offshore,Offshore,10,10,9.0,100,2025-11-01,2026-05-30,1100,1600,1760000
81,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
82,2025-12-01,7,Automation Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
82,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
82,2025-12-01,6,Manual Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
82,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
82,2025-12-01,26,Python Developer,Onsite,Onsite,3,3,5.5,100,2025-11-01,2026-05-30,1000,480,480000
82,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
83,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
83,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
83,2025-12-01,26,Python Developer,Onsite,Onsite,1,1,5.5,100,2025-11-01,2026-05-30,1000,160,160000
83,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
83,2025-12-01,29,React Developer,Onsite,Onsite,2,2,5.5,100,2025-11-01,2026-05-30,950,320,304000
84,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
84,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
84,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
84,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
84,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
84,2025-12-01,26,Python Developer,Offshore,Offshore,10,10,5.5,100,2025-11-01,2026-05-30,1000,1600,1600000
84,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
84,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
85,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
85,2025-12-01,23,Java Developer,Onsite,Onsite,2,2,5.5,100,2025-11-01,2026-05-30,1000,320,320000
85,2025-12-01,6,Manual Tester,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
85,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
85,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
86,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
86,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
86,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
86,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
86,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
86,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
86,2025-12-01,39,SAP Consultant,Offshore,Offshore,8,8,9.0,100,2025-11-01,2026-05-30,1100,1280,1408000
86,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
87,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
87,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
87,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
87,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
87,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
87,2025-12-01,26,Python Developer,Offshore,Offshore,4,4,5.5,100,2025-11-01,2026-05-30,1000,640,640000
87,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
88,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
88,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
88,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
88,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
88,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
88,2025-12-01,26,Python Developer,Offshore,Offshore,6,6,5.5,100,2025-11-01,2026-05-30,1000,960,960000
88,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
88,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
89,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
89,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
89,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
89,2025-12-01,6,Manual Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,750,160,120000
89,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
89,2025-12-01,26,Python Developer,Offshore,Offshore,8,8,5.5,100,2025-11-01,2026-05-30,1000,1280,1280000
89,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
89,2025-12-01,29,React Developer,Offshore,Offshore,8,8,5.5,100,2025-11-01,2026-05-30,950,1280,1216000
89,2025-12-01,27,React Lead,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1050,160,168000
89,2025-12-01,18,Solution Architect,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1300,160,208000
90,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
90,2025-12-01,1,PM,Onsite,Onsite,1,1,9.0,100,2025-11-01,2026-05-30,1200,160,192000
90,2025-12-01,26,Python Developer,Onsite,Onsite,2,2,5.5,100,2025-11-01,2026-05-30,1000,320,320000
90,2025-12-01,34,QA Lead,Onsite,Onsite,1,1,6.0,100,2025-11-01,2026-05-30,900,160,144000
91,2025-12-01,7,Automation Tester,Offshore,Offshore,1,1,6.0,100,2025-11-01,2026-05-30,800,160,128000
91,2025-12-01,2,BA,Onsite,Onsite,1,1,7.0,100,2025-11-01,2026-05-30,1000,160,160000
91,2025-12-01,36,DevOps Engineer,Offshore,Offshore,1,1,7.0,100,2025-11-01,2026-05-30,950,160,152000
