industry,project_type,delivery_model,technology_stack,complexity,estimated_team_size,planned_effort,budget,predicted_hours,project_duration,technology_count,dependency_count,requirement_stability_index,criticality,total_team_size,avg_team_experience,offshore_ratio,PM_count,QA_count,Dev_count,target_staff_Automation_Tester,target_staff_Business_Analyst,target_staff_Cloud_Engineer,target_staff_Data_Engineer,target_staff_Data_Scientist,target_staff_DevOps_Engineer,target_staff_Java_Architect,target_staff_Java_Developer,target_staff_Java_Lead,target_staff_Java_SSE,target_staff_Manual_Tester,target_staff_Project_Manager,target_staff_Python_Developer,target_staff_Python_Lead,target_staff_QA_Lead,target_staff_React_Developer,target_staff_React_Lead,target_staff_SAP_Consultant,target_staff_Solution_Architect,target_staff_Angular_Developer,target_staff_BI_Developer,target_staff_Enterprise_Architect,target_staff_Functional_Consultant,target_staff_L1_Support,target_staff_L2_Support,target_staff_L3_Support,target_staff_PEGA_LBA,target_staff_PEGA_LSA,target_staff_PEGA_SA,target_staff_PEGA_SBA,target_staff_PEGA_SSA,target_staff_PEGA_Team_Lead,target_staff_Performance_Tester,target_staff_Product_Owner,target_staff_Program_Manager,target_staff_Python_Architect,target_staff_React_SSE,target_staff_SRE_Engineer,target_staff_Salesforce_Developer,target_staff_Scrum_Master,target_staff_Technical_Architect,CR_count,total_schedule_impact,avg_CR_effort,avg_CR_severity,total_effort_increase,total_schedule_increase,defect_linked_CR_ratio,CR_frequency,CR_volatility_score,return_frequency,rejection_frequency,resubmission_count,approval_cycle_count,workflow_cycle_duration,approval_turnaround_time,cr_return_frequency,cr_rejection_frequency,cr_resubmission_count,cr_approval_cycle_count,cr_workflow_cycle_duration,cr_approval_turnaround_time,actual_effort_hours,schedule_variance_percent,delayed_flag
Telecom,0,0,.NET,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,15.0,5.583333333333333,0.8,0.0,1.0,1.0,1.0,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,170.5,1.0,341.0,76.0,0.5,2.0,23.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,341.0,0,0
"Banking, Financial Services and Insurance",0,0,NodeJS,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,12.0,4.9375,0.75,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,164.0,302.625,2.5,2421.0,164.0,0.375,8.0,53.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2421.0,0,0
Healthcare,0,0,Python,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,12.0,4.4375,0.6666666666666666,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,206.0,293.42857142857144,1.8571428571428572,2054.0,206.0,0.42857142857142855,7.0,65.15714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2054.0,0,0
Energy,0,0,Java,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,11.0,6.071428571428571,0.7272727272727273,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,196.0,348.1,2.2,3481.0,196.0,0.5,10.0,63.459999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3481.0,0,0
Manufacturing,0,0,NodeJS,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,8.0,4.583333333333333,0.75,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,71.0,175.66666666666666,1.3333333333333333,527.0,71.0,0.3333333333333333,3.0,22.900000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,527.0,0,0
Manufacturing,0,0,Java,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,15.0,6.0625,0.7333333333333333,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,323.0,226.8181818181818,2.272727272727273,2495.0,323.0,0.2727272727272727,11.0,101.98181818181817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2495.0,0,0
"Banking, Financial Services and Insurance",0,0,SAP,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,15.0,4.625,0.8,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,153.0,196.0,2.0,1176.0,153.0,0.5,6.0,48.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1176.0,0,0
Telecom,0,0,NodeJS,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,7.0,2.9375,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,110.0,276.0,3.0,828.0,110.0,0.3333333333333333,3.0,35.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,828.0,0,0
Energy,0,0,React,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,5.0,3.4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,135.0,395.8,3.2,1979.0,135.0,0.8,5.0,43.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1979.0,0,0
Energy,0,0,.NET,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,6.0,4.857142857142857,0.5,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,162.0,339.14285714285717,2.857142857142857,2374.0,162.0,0.5714285714285714,7.0,52.25714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2374.0,0,0
Energy,0,0,Java,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,3.0,3.8333333333333335,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,70.0,272.75,3.25,1091.0,70.0,0.75,4.0,23.575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1091.0,0,0
Energy,0,0,SAP,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,13.0,5.285714285714286,0.7692307692307693,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,168.0,230.0,2.875,1840.0,168.0,0.375,8.0,54.4625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1840.0,0,0
Energy,0,0,Python,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,7.0,3.9166666666666665,0.8571428571428571,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,101.0,253.75,2.25,1015.0,101.0,0.25,4.0,32.574999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1015.0,0,0
Telecom,0,0,.NET,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,117.0,315.4,3.0,1577.0,117.0,0.4,5.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1577.0,0,0
"Banking, Financial Services and Insurance",0,0,React,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,21.0,5.25,0.8571428571428571,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,43.0,311.6666666666667,4.0,935.0,43.0,0.3333333333333333,3.0,15.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,935.0,0,0
Energy,0,0,.NET,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,2.0,1.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,321.0,305.90909090909093,2.4545454545454546,3365.0,321.0,0.36363636363636365,11.0,101.43636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3365.0,0,0
Telecom,0,0,.NET,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,14.0,4.388888888888889,0.7857142857142857,0.0,1.0,1.0,1.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,277.0,217.0,2.5454545454545454,2387.0,277.0,0.6363636363636364,11.0,88.26363636363635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2387.0,0,0
Energy,0,0,Python,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,6.0,5.142857142857143,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,220.0,247.22222222222223,1.7777777777777777,2225.0,220.0,0.2222222222222222,9.0,70.13333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2225.0,0,0
Healthcare,0,0,Python,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,10.0,4.214285714285714,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,126.0,247.33333333333334,2.3333333333333335,1484.0,126.0,0.3333333333333333,6.0,40.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1484.0,0,0
Telecom,0,0,Java,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,11.0,6.083333333333333,0.6363636363636364,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,137.0,236.2,2.2,1181.0,137.0,0.2,5.0,43.760000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1181.0,0,0
Retail,0,0,Python,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,14.0,6.071428571428571,0.7142857142857143,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,8.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,176.0,244.4,2.4,2444.0,176.0,0.6,10.0,57.519999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2444.0,0,0
Retail,0,0,Python,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,10.0,5.928571428571429,0.7,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,107.0,207.0,3.0,1035.0,107.0,0.6,5.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1035.0,0,0
Telecom,0,0,.NET,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,51.0,374.0,3.0,748.0,51.0,0.0,2.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,748.0,0,0
Manufacturing,0,0,.NET,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,10.0,5.583333333333333,0.8,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,75.0,237.0,1.5,474.0,75.0,0.0,2.0,23.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,474.0,0,0
"Banking, Financial Services and Insurance",0,0,Python,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,13.0,5.214285714285714,0.7692307692307693,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.0,287.5,3.0,575.0,33.0,0.5,2.0,11.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,575.0,0,0
Telecom,0,0,NodeJS,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,8.0,3.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,79.0,302.3333333333333,3.3333333333333335,907.0,79.0,0.6666666666666666,3.0,25.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0,0,0
Telecom,0,0,Java,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,10.0,4.357142857142857,0.7,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,159.0,214.14285714285714,2.2857142857142856,1499.0,159.0,0.7142857142857143,7.0,51.18571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1499.0,0,0
Energy,0,0,SAP,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,4.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,177.0,226.375,2.875,1811.0,177.0,0.375,8.0,57.1625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1811.0,0,0
"Banking, Financial Services and Insurance",0,0,React,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,10.0,2.8333333333333335,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,15.0,304.6666666666667,3.0,914.0,15.0,0.6666666666666666,3.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,914.0,0,0
Energy,0,0,Python,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,9.0,7.1,0.6666666666666666,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,330.0,281.0,2.727272727272727,3091.0,330.0,0.18181818181818182,11.0,104.21818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3091.0,0,0
Manufacturing,0,0,NodeJS,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,8.0,2.7222222222222223,0.75,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,279.0,202.54545454545453,2.4545454545454546,2228.0,279.0,0.45454545454545453,11.0,88.83636363636364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2228.0,0,0
"Banking, Financial Services and Insurance",0,0,Java,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,12.0,5.214285714285714,0.6666666666666666,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,182.0,262.3636363636364,2.272727272727273,2886.0,182.0,0.6363636363636364,11.0,59.68181818181819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2886.0,0,0
"Banking, Financial Services and Insurance",0,0,SAP,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,8.0,6.166666666666667,0.875,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,68.0,249.25,2.25,997.0,68.0,0.0,4.0,22.674999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,997.0,0,0
"Banking, Financial Services and Insurance",0,0,SAP,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,12.0,3.9166666666666665,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,174.0,273.7,2.9,2737.0,174.0,0.4,10.0,57.06999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2737.0,0,0
Manufacturing,0,0,Java,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,14.0,6.071428571428571,0.7142857142857143,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,310.0,2.0,620.0,13.0,0.0,2.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,620.0,0,0
Energy,0,0,.NET,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,5.0,6.8,0.6,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,84.0,164.33333333333334,3.3333333333333335,493.0,84.0,0.0,3.0,27.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,493.0,0,0
Energy,0,0,Python,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,5.0,6.2,0.4,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,188.0,291.77777777777777,2.888888888888889,2626.0,188.0,0.3333333333333333,9.0,60.86666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2626.0,0,0
Manufacturing,0,0,NodeJS,0.0,0.0,0.0,0.0,0.0,0,1,0,0,,7.0,3.9166666666666665,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,58.0,159.33333333333334,3.0,478.0,58.0,0.0,3.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,478.0,0,0
