CR_ID,Project_ID,CR_Category,Severity,Estimated_Effort_Hours,Actual_Effort_Hours,Schedule_Impact_Days,Resource_Impact_FTE,Root_Cause,Environment_Found
PRJ0087_CR03,PRJ0087,Scope,Low,178,272,27,3.9,Compliance Change,DEV
PRJ0087_CR04,PRJ0087,Scope,Medium,211,540,18,1.4,Production Defect,DEV
PRJ0088_CR01,PRJ0088,Compliance,High,315,489,40,1.4,Production Defect,DEV
PRJ0088_CR02,PRJ0088,Compliance,Critical,213,201,30,2.5,Compliance Change,PROD
PRJ0088_CR03,PRJ0088,Enhancement,Medium,439,523,1,3.9,Production Defect,DEV
PRJ0088_CR04,PRJ0088,Compliance,Medium,303,209,16,2.2,Client Scope Change,UAT
PRJ0088_CR05,PRJ0088,Compliance,Critical,307,650,30,0.8,Missed Dependency,PROD
PRJ0089_CR01,PRJ0089,Enhancement,Critical,381,630,5,2.8,Missed Dependency,UAT
PRJ0089_CR02,PRJ0089,Defect,Critical,149,339,32,4.9,Production Defect,PROD
PRJ0089_CR03,PRJ0089,Compliance,Critical,405,121,6,3.4,Client Scope Change,DEV
PRJ0090_CR01,PRJ0090,Scope,Low,128,564,0,2.2,Compliance Change,UAT
PRJ0090_CR02,PRJ0090,Enhancement,Critical,407,375,38,2.4,Client Scope Change,PROD
PRJ0090_CR03,PRJ0090,Compliance,High,438,275,23,3.5,Production Defect,PROD
PRJ0090_CR04,PRJ0090,Scope,High,467,368,6,0.5,Production Defect,PROD
PRJ0090_CR05,PRJ0090,Defect,Low,328,155,33,1.8,Missed Dependency,UAT
PRJ0090_CR06,PRJ0090,Enhancement,Critical,283,453,42,1.3,Client Scope Change,DEV
PRJ0090_CR07,PRJ0090,Compliance,Low,433,363,43,2.5,Compliance Change,UAT
PRJ0090_CR08,PRJ0090,Enhancement,Low,198,468,30,4.9,Requirement Gap,PROD
PRJ0090_CR09,PRJ0090,Enhancement,High,330,229,45,1.1,Compliance Change,PROD
PRJ0090_CR10,PRJ0090,Scope,Medium,274,119,19,4.2,Compliance Change,UAT
PRJ0090_CR11,PRJ0090,Defect,Critical,79,523,42,2.9,Missed Dependency,DEV
PRJ0091_CR01,PRJ0091,Defect,Critical,236,357,23,4.1,Missed Dependency,PROD
PRJ0091_CR02,PRJ0091,Defect,Low,222,39,34,4.3,Client Scope Change,DEV
PRJ0091_CR03,PRJ0091,Compliance,Medium,275,496,9,3.2,Missed Dependency,PROD
PRJ0091_CR04,PRJ0091,Scope,High,178,544,44,1.1,Compliance Change,UAT
PRJ0091_CR05,PRJ0091,Defect,Critical,169,415,3,4.9,Client Scope Change,DEV
PRJ0091_CR06,PRJ0091,Defect,Medium,378,83,11,4.4,Production Defect,UAT
PRJ0091_CR07,PRJ0091,Defect,Low,300,431,21,2.4,Production Defect,UAT
PRJ0091_CR08,PRJ0091,Enhancement,Critical,56,570,18,1.8,Missed Dependency,PROD
PRJ0091_CR09,PRJ0091,Enhancement,Low,87,361,37,4.4,Requirement Gap,PROD
PRJ0091_CR10,PRJ0091,Compliance,Critical,355,197,36,1.1,Production Defect,UAT
PRJ0091_CR11,PRJ0091,Defect,Medium,131,230,41,0.5,Compliance Change,DEV
PRJ0092_CR01,PRJ0092,Enhancement,High,312,158,6,2.0,Compliance Change,DEV
PRJ0092_CR02,PRJ0092,Enhancement,Low,221,599,34,4.0,Compliance Change,UAT
PRJ0092_CR03,PRJ0092,Scope,Low,405,242,42,4.5,Missed Dependency,PROD
PRJ0092_CR04,PRJ0092,Defect,Low,304,487,20,1.1,Missed Dependency,PROD
PRJ0092_CR05,PRJ0092,Defect,Medium,64,605,16,4.3,Requirement Gap,DEV
PRJ0092_CR06,PRJ0092,Scope,High,206,587,10,2.4,Requirement Gap,DEV
PRJ0092_CR07,PRJ0092,Compliance,Low,285,330,42,2.9,Missed Dependency,PROD
PRJ0092_CR08,PRJ0092,Enhancement,High,287,390,38,2.9,Missed Dependency,PROD
PRJ0092_CR09,PRJ0092,Scope,Low,141,67,12,1.1,Missed Dependency,DEV
PRJ0093_CR01,PRJ0093,Scope,Low,213,257,24,4.8,Requirement Gap,DEV
PRJ0093_CR02,PRJ0093,Compliance,Critical,68,571,22,3.7,Client Scope Change,PROD
PRJ0093_CR03,PRJ0093,Compliance,Low,479,79,10,1.9,Production Defect,DEV
PRJ0093_CR04,PRJ0093,Compliance,Critical,264,636,8,1.7,Compliance Change,PROD
PRJ0093_CR05,PRJ0093,Defect,Medium,93,417,36,3.8,Requirement Gap,PROD
PRJ0093_CR06,PRJ0093,Compliance,Medium,367,653,26,3.7,Missed Dependency,UAT
PRJ0094_CR01,PRJ0094,Defect,Low,207,166,32,2.1,Requirement Gap,UAT
PRJ0094_CR02,PRJ0094,Enhancement,Critical,107,412,7,2.0,Missed Dependency,PROD
PRJ0094_CR03,PRJ0094,Scope,High,173,524,18,1.7,Requirement Gap,PROD
PRJ0094_CR04,PRJ0094,Enhancement,Medium,492,342,41,2.8,Requirement Gap,UAT
PRJ0094_CR05,PRJ0094,Enhancement,Low,202,36,39,2.6,Client Scope Change,UAT
PRJ0095_CR01,PRJ0095,Enhancement,Medium,186,439,32,3.8,Production Defect,DEV
PRJ0095_CR02,PRJ0095,Scope,Low,425,51,8,1.2,Compliance Change,DEV
PRJ0095_CR03,PRJ0095,Defect,Low,367,380,27,4.9,Requirement Gap,UAT
PRJ0095_CR04,PRJ0095,Enhancement,High,164,527,5,3.9,Missed Dependency,PROD
PRJ0095_CR05,PRJ0095,Defect,Medium,147,317,7,4.4,Missed Dependency,PROD
PRJ0095_CR06,PRJ0095,Enhancement,Medium,262,135,44,3.8,Compliance Change,DEV
PRJ0095_CR07,PRJ0095,Defect,Medium,137,153,8,2.3,Client Scope Change,DEV
PRJ0095_CR08,PRJ0095,Defect,Critical,29,661,12,0.9,Requirement Gap,UAT
PRJ0095_CR09,PRJ0095,Enhancement,High,378,678,14,1.5,Production Defect,UAT
PRJ0095_CR10,PRJ0095,Scope,Critical,349,82,19,1.0,Client Scope Change,UAT
PRJ0096_CR01,PRJ0096,Defect,Low,85,226,26,3.0,Client Scope Change,PROD
PRJ0096_CR02,PRJ0096,Compliance,High,249,674,45,1.0,Production Defect,DEV
PRJ0096_CR03,PRJ0096,Enhancement,Critical,288,545,1,1.3,Client Scope Change,PROD
PRJ0096_CR04,PRJ0096,Defect,High,43,609,3,4.1,Missed Dependency,PROD
PRJ0096_CR05,PRJ0096,Enhancement,Critical,370,575,32,4.9,Missed Dependency,UAT
PRJ0097_CR01,PRJ0097,Compliance,Medium,394,316,11,1.7,Requirement Gap,PROD
PRJ0097_CR02,PRJ0097,Scope,Critical,354,293,40,3.4,Compliance Change,DEV
PRJ0098_CR01,PRJ0098,Scope,Low,297,376,45,0.9,Missed Dependency,UAT
PRJ0098_CR02,PRJ0098,Enhancement,Medium,177,369,30,1.2,Requirement Gap,PROD
PRJ0099_CR01,PRJ0099,Defect,Medium,183,181,24,2.5,Production Defect,DEV
PRJ0099_CR02,PRJ0099,Scope,Critical,392,315,9,0.9,Missed Dependency,DEV
PRJ0100_CR01,PRJ0100,Scope,Critical,448,638,10,0.6,Client Scope Change,DEV
PRJ0100_CR02,PRJ0100,Scope,Medium,59,42,36,4.2,Production Defect,DEV
PRJ0100_CR03,PRJ0100,Defect,Critical,400,173,33,3.6,Client Scope Change,UAT
PRJ0101_CR01,PRJ0101,Defect,High,103,584,6,0.8,Compliance Change,DEV
PRJ0101_CR02,PRJ0101,Compliance,Medium,302,236,40,4.7,Missed Dependency,UAT
PRJ0102_CR01,PRJ0102,Compliance,High,339,471,2,4.5,Production Defect,DEV
PRJ0102_CR02,PRJ0102,Defect,Low,98,610,40,5.0,Requirement Gap,DEV
PRJ0102_CR03,PRJ0102,Defect,High,300,119,31,0.9,Client Scope Change,DEV
PRJ0102_CR04,PRJ0102,Compliance,Medium,54,316,36,2.1,Requirement Gap,DEV
PRJ0102_CR05,PRJ0102,Defect,Critical,152,514,16,3.9,Production Defect,PROD
PRJ0102_CR06,PRJ0102,Defect,Low,311,529,2,2.1,Client Scope Change,UAT
PRJ0102_CR07,PRJ0102,Enhancement,Medium,245,405,32,4.3,Client Scope Change,UAT
PRJ0103_CR01,PRJ0103,Enhancement,Medium,47,246,1,4.8,Production Defect,UAT
PRJ0103_CR02,PRJ0103,Compliance,Medium,62,175,4,1.7,Requirement Gap,UAT
PRJ0103_CR03,PRJ0103,Enhancement,Critical,288,249,42,4.5,Missed Dependency,DEV
PRJ0103_CR04,PRJ0103,Scope,Critical,195,334,10,1.4,Production Defect,UAT
PRJ0103_CR05,PRJ0103,Enhancement,Medium,376,477,22,4.6,Compliance Change,UAT
PRJ0103_CR06,PRJ0103,Scope,Medium,59,622,39,1.2,Client Scope Change,DEV
PRJ0103_CR07,PRJ0103,Defect,Critical,498,181,31,4.4,Requirement Gap,PROD
PRJ0103_CR08,PRJ0103,Enhancement,High,286,33,28,4.7,Missed Dependency,PROD
PRJ0104_CR01,PRJ0104,Scope,Low,335,451,6,2.7,Compliance Change,PROD
PRJ0104_CR02,PRJ0104,Scope,Critical,277,625,2,3.5,Production Defect,DEV
PRJ0104_CR03,PRJ0104,Defect,Critical,302,420,7,1.4,Production Defect,DEV
PRJ0105_CR01,PRJ0105,Enhancement,High,448,596,10,4.8,Missed Dependency,DEV
PRJ0105_CR02,PRJ0105,Scope,Low,243,41,40,4.0,Missed Dependency,DEV
PRJ0105_CR03,PRJ0105,Scope,Critical,32,163,29,3.4,Client Scope Change,DEV
PRJ0105_CR04,PRJ0105,Defect,Medium,172,228,34,4.3,Production Defect,UAT
PRJ0105_CR05,PRJ0105,Scope,High,62,177,40,0.6,Compliance Change,DEV
PRJ0105_CR06,PRJ0105,Scope,Critical,494,640,7,1.0,Client Scope Change,UAT
PRJ0105_CR07,PRJ0105,Defect,Low,59,536,23,4.6,Missed Dependency,UAT
PRJ0105_CR08,PRJ0105,Scope,Critical,427,52,26,0.8,Requirement Gap,DEV
PRJ0105_CR09,PRJ0105,Enhancement,Critical,475,351,40,4.6,Missed Dependency,DEV
PRJ0105_CR10,PRJ0105,Compliance,Low,482,212,42,3.1,Compliance Change,DEV
PRJ0105_CR11,PRJ0105,Scope,High,197,525,39,3.2,Requirement Gap,DEV
PRJ0106_CR01,PRJ0106,Scope,Critical,239,234,36,2.1,Requirement Gap,UAT
PRJ0106_CR02,PRJ0106,Defect,Low,281,289,37,2.3,Compliance Change,PROD
PRJ0106_CR03,PRJ0106,Compliance,Critical,35,147,11,4.1,Production Defect,DEV
PRJ0106_CR04,PRJ0106,Compliance,Medium,57,250,42,2.2,Missed Dependency,UAT
PRJ0106_CR05,PRJ0106,Scope,Low,183,41,45,2.0,Production Defect,PROD
PRJ0106_CR06,PRJ0106,Compliance,Medium,307,97,24,1.8,Missed Dependency,PROD
PRJ0106_CR07,PRJ0106,Defect,Low,307,314,45,3.2,Requirement Gap,PROD
PRJ0106_CR08,PRJ0106,Enhancement,Critical,182,357,12,1.4,Production Defect,UAT
PRJ0106_CR09,PRJ0106,Scope,High,235,152,7,2.5,Compliance Change,UAT
PRJ0106_CR10,PRJ0106,Enhancement,Medium,315,51,18,0.6,Compliance Change,DEV
PRJ0106_CR11,PRJ0106,Enhancement,High,87,442,2,4.5,Compliance Change,DEV
PRJ0107_CR01,PRJ0107,Enhancement,Low,84,356,9,3.9,Production Defect,PROD
PRJ0107_CR02,PRJ0107,Enhancement,Low,287,570,15,3.1,Production Defect,UAT
PRJ0107_CR03,PRJ0107,Compliance,Critical,135,124,16,3.9,Requirement Gap,UAT
PRJ0107_CR04,PRJ0107,Defect,Medium,375,109,4,4.9,Requirement Gap,DEV
PRJ0107_CR05,PRJ0107,Scope,Medium,259,424,12,2.7,Client Scope Change,DEV
PRJ0107_CR06,PRJ0107,Compliance,High,382,494,41,1.2,Compliance Change,DEV
PRJ0107_CR07,PRJ0107,Defect,Medium,489,402,24,4.9,Compliance Change,PROD
PRJ0107_CR08,PRJ0107,Defect,Critical,116,100,17,2.4,Client Scope Change,PROD
PRJ0107_CR09,PRJ0107,Scope,Medium,256,139,7,1.6,Production Defect,DEV
PRJ0107_CR10,PRJ0107,Compliance,Low,263,573,28,2.1,Requirement Gap,PROD
PRJ0107_CR11,PRJ0107,Scope,High,240,247,9,2.3,Production Defect,PROD
PRJ0108_CR01,PRJ0108,Compliance,Low,105,221,21,4.5,Missed Dependency,DEV
PRJ0108_CR02,PRJ0108,Enhancement,Critical,191,51,11,4.9,Requirement Gap,DEV
PRJ0108_CR03,PRJ0108,Scope,High,262,627,0,2.7,Missed Dependency,UAT
PRJ0108_CR04,PRJ0108,Scope,Low,439,47,36,3.6,Client Scope Change,DEV
PRJ0109_CR01,PRJ0109,Defect,High,486,387,21,2.3,Production Defect,UAT
PRJ0109_CR02,PRJ0109,Compliance,Medium,41,623,33,3.7,Compliance Change,DEV
PRJ0109_CR03,PRJ0109,Enhancement,Critical,310,385,18,1.0,Requirement Gap,UAT
PRJ0109_CR04,PRJ0109,Defect,Critical,368,183,33,4.9,Compliance Change,PROD
PRJ0109_CR05,PRJ0109,Defect,High,269,325,4,4.1,Requirement Gap,UAT
PRJ0109_CR06,PRJ0109,Scope,Medium,164,637,7,0.7,Client Scope Change,DEV
PRJ0109_CR07,PRJ0109,Enhancement,High,358,30,3,1.6,Client Scope Change,UAT
PRJ0109_CR08,PRJ0109,Defect,Low,385,307,9,5.0,Missed Dependency,UAT
PRJ0109_CR09,PRJ0109,Scope,High,132,62,30,4.7,Missed Dependency,PROD
PRJ0109_CR10,PRJ0109,Enhancement,Critical,224,130,16,4.6,Compliance Change,UAT
PRJ0110_CR01,PRJ0110,Scope,Low,158,695,6,2.0,Requirement Gap,UAT
PRJ0110_CR02,PRJ0110,Enhancement,High,462,92,7,3.8,Compliance Change,PROD
PRJ0111_CR01,PRJ0111,Enhancement,High,361,311,25,2.2,Requirement Gap,UAT
PRJ0111_CR02,PRJ0111,Enhancement,Critical,95,58,18,2.6,Compliance Change,UAT
PRJ0111_CR03,PRJ0111,Scope,High,37,690,41,4.5,Compliance Change,UAT
PRJ0112_CR01,PRJ0112,Enhancement,High,409,267,15,1.0,Missed Dependency,PROD
PRJ0112_CR02,PRJ0112,Enhancement,Critical,492,95,3,3.3,Requirement Gap,DEV
PRJ0112_CR03,PRJ0112,Scope,Critical,410,413,38,3.3,Requirement Gap,DEV
PRJ0112_CR04,PRJ0112,Compliance,Low,377,490,24,1.1,Compliance Change,PROD
PRJ0112_CR05,PRJ0112,Defect,Medium,149,532,28,3.6,Missed Dependency,DEV
PRJ0112_CR06,PRJ0112,Defect,Critical,436,571,12,0.9,Requirement Gap,PROD
PRJ0112_CR07,PRJ0112,Scope,Medium,37,173,0,2.1,Production Defect,PROD
PRJ0112_CR08,PRJ0112,Scope,High,114,687,33,2.7,Missed Dependency,PROD
PRJ0112_CR09,PRJ0112,Enhancement,High,202,663,35,4.3,Requirement Gap,UAT
PRJ0113_CR01,PRJ0113,Scope,High,56,456,38,3.8,Requirement Gap,PROD
PRJ0113_CR02,PRJ0113,Enhancement,Medium,158,72,6,0.7,Compliance Change,DEV
PRJ0113_CR03,PRJ0113,Compliance,Critical,264,340,14,0.6,Requirement Gap,DEV
PRJ0114_CR01,PRJ0114,Defect,Critical,381,395,14,2.5,Client Scope Change,UAT
PRJ0114_CR02,PRJ0114,Compliance,Medium,289,303,20,3.6,Compliance Change,DEV
PRJ0114_CR03,PRJ0114,Scope,High,481,450,45,4.8,Production Defect,UAT
PRJ0114_CR04,PRJ0114,Scope,Medium,486,170,33,1.5,Compliance Change,DEV
PRJ0114_CR05,PRJ0114,Scope,High,391,175,2,4.9,Production Defect,PROD
PRJ0114_CR06,PRJ0114,Enhancement,Low,30,540,2,1.7,Compliance Change,UAT
PRJ0115_CR01,PRJ0115,Scope,High,429,310,5,5.0,Compliance Change,UAT
PRJ0115_CR02,PRJ0115,Compliance,Critical,39,660,17,2.1,Client Scope Change,PROD
PRJ0115_CR03,PRJ0115,Scope,Low,177,612,42,1.9,Client Scope Change,DEV
PRJ0115_CR04,PRJ0115,Enhancement,Critical,28,480,0,2.6,Client Scope Change,UAT
PRJ0116_CR01,PRJ0116,Defect,Low,187,651,23,2.0,Production Defect,PROD
PRJ0116_CR02,PRJ0116,Compliance,Critical,170,666,1,1.2,Requirement Gap,UAT
PRJ0116_CR03,PRJ0116,Defect,Low,74,653,13,4.1,Compliance Change,PROD
PRJ0116_CR04,PRJ0116,Compliance,Medium,213,626,2,3.5,Missed Dependency,UAT
PRJ0116_CR05,PRJ0116,Scope,Low,498,259,36,2.8,Compliance Change,PROD
PRJ0116_CR06,PRJ0116,Enhancement,Low,453,570,3,3.2,Compliance Change,PROD
PRJ0117_CR01,PRJ0117,Scope,Medium,465,64,27,0.6,Missed Dependency,DEV
PRJ0117_CR02,PRJ0117,Defect,Critical,482,462,22,1.1,Compliance Change,DEV
PRJ0117_CR03,PRJ0117,Compliance,Low,192,374,37,3.2,Requirement Gap,PROD
PRJ0117_CR04,PRJ0117,Scope,Low,398,393,28,4.6,Production Defect,PROD
PRJ0117_CR05,PRJ0117,Enhancement,High,407,518,44,1.1,Missed Dependency,PROD
PRJ0117_CR06,PRJ0117,Scope,Medium,478,37,37,3.2,Production Defect,UAT
PRJ0117_CR07,PRJ0117,Compliance,Critical,110,550,37,1.8,Requirement Gap,DEV
PRJ0117_CR08,PRJ0117,Compliance,Critical,194,79,36,2.8,Compliance Change,PROD
PRJ0117_CR09,PRJ0117,Enhancement,High,185,423,20,3.9,Missed Dependency,DEV
PRJ0118_CR01,PRJ0118,Scope,Medium,392,106,20,1.2,Client Scope Change,UAT
PRJ0118_CR02,PRJ0118,Enhancement,Low,381,352,2,2.5,Compliance Change,UAT
PRJ0118_CR03,PRJ0118,Defect,Low,344,672,0,1.6,Compliance Change,UAT
PRJ0118_CR04,PRJ0118,Defect,Medium,155,511,9,2.7,Missed Dependency,PROD
PRJ0118_CR05,PRJ0118,Enhancement,High,87,233,40,4.4,Compliance Change,PROD
PRJ0118_CR06,PRJ0118,Defect,Low,242,98,31,3.0,Missed Dependency,PROD
PRJ0118_CR07,PRJ0118,Defect,Low,234,299,39,2.2,Compliance Change,DEV
PRJ0119_CR01,PRJ0119,Scope,High,249,449,14,3.1,Missed Dependency,PROD
PRJ0119_CR02,PRJ0119,Defect,Low,334,655,21,1.1,Compliance Change,DEV
PRJ0119_CR03,PRJ0119,Scope,Critical,66,371,22,4.0,Compliance Change,DEV
PRJ0119_CR04,PRJ0119,Scope,Medium,205,578,12,4.9,Compliance Change,UAT
PRJ0119_CR05,PRJ0119,Defect,High,430,195,23,2.0,Missed Dependency,PROD
PRJ0119_CR06,PRJ0119,Defect,Low,38,50,33,1.0,Production Defect,UAT
PRJ0119_CR07,PRJ0119,Scope,Medium,164,338,1,1.5,Missed Dependency,DEV
PRJ0120_CR01,PRJ0120,Defect,Critical,209,518,36,1.0,Client Scope Change,UAT
PRJ0120_CR02,PRJ0120,Defect,Low,68,604,10,1.4,Production Defect,PROD
PRJ0120_CR03,PRJ0120,Defect,Low,92,442,39,4.3,Compliance Change,PROD
PRJ0120_CR04,PRJ0120,Defect,Low,412,535,16,2.4,Client Scope Change,DEV
PRJ0120_CR05,PRJ0120,Scope,High,372,608,38,2.3,Requirement Gap,UAT
PRJ0120_CR06,PRJ0120,Defect,Critical,299,541,20,4.8,Missed Dependency,UAT
PRJ0120_CR07,PRJ0120,Enhancement,Critical,283,598,5,4.6,Production Defect,PROD
PRJ0120_CR08,PRJ0120,Scope,Critical,85,43,10,2.8,Requirement Gap,DEV
