Project_ID,Role,Resource_Count,Location,Allocated_FTE,Avg_Experience_Years
PRJ0115,Python Dev,6,Hyderabad,5.8,11.4
PRJ0115,React Dev,3,US,2.9,11.7
PRJ0115,Manual Tester,1,Chennai,0.9,10.7
PRJ0115,Automation Tester,3,US,2.6,13.9
PRJ0115,DevOps,2,Chennai,1.8,8.9
PRJ0115,Architect,1,Chennai,1.0,5.1
PRJ0116,PM,2,Kolkata,1.9,4.2
PRJ0116,BA,1,Chennai,1.0,9.0
PRJ0116,Python SSE,2,Kolkata,1.8,4.7
PRJ0116,Python Dev,6,US,6.0,13.7
PRJ0116,React Dev,2,Kolkata,1.9,12.3
PRJ0116,Manual Tester,2,Bangalore,1.8,2.5
PRJ0116,Automation Tester,3,Pune,2.6,2.9
PRJ0116,DevOps,1,Hyderabad,0.8,2.9
PRJ0116,Architect,1,Pune,0.9,6.5
PRJ0117,PM,1,US,0.9,4.8
PRJ0117,BA,2,Hyderabad,1.7,11.9
PRJ0117,Python SSE,4,Pune,3.9,4.9
PRJ0117,Python Dev,3,Hyderabad,2.8,10.0
PRJ0117,React Dev,1,Chennai,0.9,5.4
PRJ0117,Manual Tester,3,Bangalore,2.5,6.9
PRJ0117,Automation Tester,3,Chennai,3.0,8.9
PRJ0117,DevOps,1,US,1.0,4.4
PRJ0117,Architect,2,Pune,2.0,2.2
PRJ0118,PM,1,Kolkata,0.8,12.1
PRJ0118,BA,1,Pune,0.8,12.8
PRJ0118,Python SSE,3,Chennai,2.7,4.3
PRJ0118,Python Dev,3,Hyderabad,2.9,2.3
PRJ0118,React Dev,5,Pune,4.3,13.4
PRJ0118,Manual Tester,1,Hyderabad,0.9,8.3
PRJ0118,Automation Tester,1,Hyderabad,0.9,3.3
PRJ0118,DevOps,2,US,2.0,3.4
PRJ0118,Architect,1,Hyderabad,0.9,3.0
PRJ0119,PM,2,US,1.8,4.1
PRJ0119,BA,1,Bangalore,0.9,6.2
PRJ0119,Python SSE,2,Hyderabad,1.9,11.3
PRJ0119,Python Dev,1,Hyderabad,1.0,12.4
PRJ0119,React Dev,3,Chennai,2.6,4.8
PRJ0119,Manual Tester,4,Bangalore,3.4,4.6
PRJ0119,Automation Tester,2,Hyderabad,1.6,11.3
PRJ0119,DevOps,2,Bangalore,1.9,6.9
PRJ0119,Architect,1,Hyderabad,0.9,5.1
PRJ0120,PM,2,Chennai,1.9,11.4
PRJ0120,BA,1,Hyderabad,0.9,2.3
PRJ0120,Python SSE,1,Bangalore,0.9,3.2
PRJ0120,Python Dev,6,US,5.5,6.5
PRJ0120,React Dev,5,Hyderabad,4.1,13.6
PRJ0120,Manual Tester,2,Chennai,1.7,5.4
PRJ0120,Automation Tester,1,US,0.9,4.9
PRJ0120,DevOps,2,Kolkata,2.0,10.7
PRJ0120,Architect,1,Bangalore,1.0,10.6
